#Name,Accession,Start,Stop,Strand,GeneID,Locus,Locus tag,Protein product,Length,Protein Name
"chromosome C","NC_006069.1",1778918,1779658,"+",2909517,,"YALI0_C12881g","XP_501777.1",246,"YALI0C12881p"
"chromosome C","NC_006069.1",1781298,1782724,"+",2909518,,"YALI0_C12918g","XP_501778.2",308,"YALI0C12918p"
"chromosome C","NC_006069.1",1785126,1787486,"-",2909519,,"YALI0_C12947g","XP_501779.1",786,"YALI0C12947p"
"chromosome C","NC_006069.1",1788779,1790071,"-",2909521,,"YALI0_C12980g","XP_501781.1",430,"YALI0C12980p"
"chromosome C","NC_006069.1",1796379,1797296,"+",2909522,,"YALI0_C13002g","XP_501782.1",305,"YALI0C13002p"
"chromosome C","NC_006069.1",1801360,1801542,"+",2909523,,"YALI0_C13024g","XP_501783.1",60,"YALI0C13024p"
"chromosome C","NC_006069.1",1804301,1806007,"-",2909558,,"YALI0_C13090g","XP_501784.1",568,"YALI0C13090p"
"chromosome C","NC_006069.1",1807063,1808268,"+",2909525,,"YALI0_C13112g","XP_501785.1",401,"YALI0C13112p"
"chromosome C","NC_006069.1",1820142,1821338,"-",2909527,,"YALI0_C13178g","XP_501786.1",398,"YALI0C13178p"
"chromosome C","NC_006069.1",1827051,1828238,"-",2909529,,"YALI0_C13244g","XP_501787.1",395,"YALI0C13244p"
"chromosome C","NC_006069.1",1834594,1837626,"+",2909531,,"YALI0_C13310g","XP_501788.1",1010,"YALI0C13310p"
"chromosome C","NC_006069.1",1838888,1839100,"+",2909532,,"YALI0_C13332g","XP_501789.1",70,"YALI0C13332p"
"chromosome C","NC_006069.1",1839523,1840137,"-",2909533,,"YALI0_C13354g","XP_501790.1",204,"YALI0C13354p"
"chromosome C","NC_006069.1",1845801,1847336,"-",2909536,,"YALI0_C13420g","XP_501792.1",511,"YALI0C13420p"
"chromosome C","NC_006069.1",1853912,1855567,"-",2909537,,"YALI0_C13442g","XP_501793.1",551,"YALI0C13442p"
"chromosome C","NC_006069.1",1857868,1858809,"+",2909202,,"YALI0_C13508g","XP_501796.1",313,"YALI0C13508p"
"chromosome C","NC_006069.1",1861192,1862705,"+",2909203,,"YALI0_C13530g","XP_501797.2",184,"YALI0C13530p"
"chromosome C","NC_006069.1",1864378,1866198,"+",2909204,,"YALI0_C13552g","XP_501798.1",606,"YALI0C13552p"
"chromosome C","NC_006069.1",1866276,1867763,"-",2909205,,"YALI0_C13574g","XP_501799.1",495,"YALI0C13574p"
"chromosome C","NC_006069.1",1869025,1869789,"-",2909206,,"YALI0_C13596g","XP_501800.1",254,"YALI0C13596p"
"chromosome C","NC_006069.1",1870626,1872455,"+",2909207,,"YALI0_C13618g","XP_501801.1",609,"YALI0C13618p"
"chromosome C","NC_006069.1",1874985,1876214,"+",2909210,,"YALI0_C13706g","XP_501802.1",409,"YALI0C13706p"
"chromosome C","NC_006069.1",1885929,1886756,"-",2909211,,"YALI0_C13728g","XP_501803.1",275,"YALI0C13728p"
"chromosome C","NC_006069.1",1889556,1890755,"+",2909212,,"YALI0_C13750g","XP_501804.1",399,"YALI0C13750p"
"chromosome C","NC_006069.1",1906108,1907229,"+",2909214,,"YALI0_C13794g","XP_501805.1",373,"YALI0C13794p"
"chromosome C","NC_006069.1",1909016,1910246,"-",2909716,,"YALI0_C13816g","XP_501806.1",148,"YALI0C13816p"
"chromosome C","NC_006069.1",1921718,1922101,"+",2909717,,"YALI0_C13838g","XP_501807.1",127,"YALI0C13838p"
"chromosome C","NC_006069.1",1923886,1924989,"-",2909718,,"YALI0_C13860g","XP_501808.1",367,"YALI0C13860p"
"chromosome C","NC_006069.1",1926414,1927718,"+",2909719,,"YALI0_C13882g","XP_501809.1",434,"YALI0C13882p"
"chromosome C","NC_006069.1",1928280,1932074,"+",2909720,,"YALI0_C13904g","XP_501810.1",1264,"YALI0C13904p"
"chromosome C","NC_006069.1",1937879,1938994,"-",2909721,,"YALI0_C13926g","XP_501811.1",371,"YALI0C13926p"
"chromosome C","NC_006069.1",1948607,1950583,"-",2909723,,"YALI0_C13970g","XP_501812.1",658,"YALI0C13970p"
"chromosome C","NC_006069.1",1952877,1954535,"+",2909724,,"YALI0_C13992g","XP_501813.1",552,"YALI0C13992p"
"chromosome C","NC_006069.1",1954874,1955791,"-",2909725,,"YALI0_C14014g","XP_501814.1",305,"YALI0C14014p"
"chromosome C","NC_006069.1",1956747,1957865,"+",2909726,,"YALI0_C14036g","XP_501815.1",372,"YALI0C14036p"
"chromosome C","NC_006069.1",1959565,1960674,"+",2909727,,"YALI0_C14058g","XP_501816.1",369,"YALI0C14058p"
"chromosome C","NC_006069.1",1961479,1961976,"-",2909729,,"YALI0_C14124g","XP_501817.2",165,"YALI0C14124p"
"chromosome C","NC_006069.1",1962551,1963543,"+",2909730,,"YALI0_C14146g","XP_501818.1",330,"YALI0C14146p"
"chromosome C","NC_006069.1",1965153,1965943,"+",2909731,,"YALI0_C14168g","XP_501819.1",191,"YALI0C14168p"
"chromosome C","NC_006069.1",1969594,1971570,"+",2909732,,"YALI0_C14190g","XP_501820.1",658,"YALI0C14190p"
"chromosome C","NC_006069.1",1972584,1973231,"-",2910051,,"YALI0_C14234g","XP_501821.1",215,"YALI0C14234p"
"chromosome C","NC_006069.1",1973631,1975643,"+",2910052,,"YALI0_C14256g","XP_501822.1",670,"YALI0C14256p"
"chromosome C","NC_006069.1",1976669,1977778,"-",2910054,,"YALI0_C14322g","XP_501823.1",369,"YALI0C14322p"
"chromosome C","NC_006069.1",1979765,1980871,"-",2910055,,"YALI0_C14344g","XP_501824.1",368,"YALI0C14344p"
"chromosome C","NC_006069.1",1982504,1983301,"-",2910057,,"YALI0_C14388g","XP_501825.1",265,"YALI0C14388p"
"chromosome C","NC_006069.1",1985196,1986677,"+",2910058,,"YALI0_C14410g","XP_501826.1",493,"YALI0C14410p"
"chromosome C","NC_006069.1",1992000,1994063,"-",2910061,,"YALI0_C14476g","XP_501829.2",541,"YALI0C14476p"
"chromosome C","NC_006069.1",1995333,1996925,"+",2910062,,"YALI0_C14498g","XP_501830.2",302,"YALI0C14498p"
"chromosome C","NC_006069.1",1997882,1998814,"+",2910063,,"YALI0_C14520g","XP_501831.1",310,"YALI0C14520p"
"chromosome C","NC_006069.1",1999462,2001054,"-",2910064,,"YALI0_C14542g","XP_501832.1",530,"YALI0C14542p"
"chromosome C","NC_006069.1",2002618,2003364,"-",2910065,,"YALI0_C14564g","XP_501833.1",248,"YALI0C14564p"
"chromosome C","NC_006069.1",2006817,2007365,"+",2910066,,"YALI0_C14586g","XP_501834.2",182,"YALI0C14586p"
"chromosome C","NC_006069.1",2007779,2008324,"-",2909733,,"YALI0_C14608g","XP_501835.1",181,"YALI0C14608p"
"chromosome C","NC_006069.1",2011860,2012549,"+",2909734,,"YALI0_C14630g","XP_501836.1",229,"YALI0C14630p"
"chromosome C","NC_006069.1",2015071,2015979,"+",2909735,,"YALI0_C14652g","XP_501837.1",302,"YALI0C14652p"
"chromosome C","NC_006069.1",2016128,2017222,"-",2909736,,"YALI0_C14674g","XP_501838.2",346,"YALI0C14674p"
"chromosome C","NC_006069.1",2018367,2019020,"+",2909737,,"YALI0_C14696g","XP_501839.1",217,"YALI0C14696p"
"chromosome C","NC_006069.1",2019278,2020705,"-",2909738,,"YALI0_C14718g","XP_501840.1",475,"YALI0C14718p"
"chromosome C","NC_006069.1",2024599,2026902,"+",2909739,,"YALI0_C14740g","XP_501841.1",767,"YALI0C14740p"
"chromosome C","NC_006069.1",2030141,2030635,"+",2909740,,"YALI0_C14762g","XP_501842.1",164,"YALI0C14762p"
"chromosome C","NC_006069.1",2031544,2033931,"+",2909741,,"YALI0_C14784g","XP_501843.2",620,"YALI0C14784p"
"chromosome C","NC_006069.1",2035391,2037331,"+",2909742,,"YALI0_C14806g","XP_501844.1",646,"YALI0C14806p"
"chromosome C","NC_006069.1",2037920,2040229,"-",2909743,,"YALI0_C14828g","XP_501845.1",769,"YALI0C14828p"
"chromosome C","NC_006069.1",2045376,2048381,"-",2909339,,"YALI0_C14872g","XP_501846.1",1001,"YALI0C14872p"
"chromosome C","NC_006069.1",2057833,2059176,"-",2909342,,"YALI0_C14938g","XP_501847.1",447,"YALI0C14938p"
"chromosome C","NC_006069.1",2062527,2064380,"-",2909343,,"YALI0_C14960g","XP_501848.1",617,"YALI0C14960p"
"chromosome C","NC_006069.1",2076144,2076689,"-",2909345,,"YALI0_C15004g","XP_501849.1",181,"YALI0C15004p"
"chromosome C","NC_006069.1",2085476,2086384,"+",2909346,,"YALI0_C15026g","XP_501850.1",302,"YALI0C15026p"
"chromosome C","NC_006069.1",2088944,2091730,"-",2909347,,"YALI0_C15048g","XP_501851.1",928,"YALI0C15048p"
"chromosome C","NC_006069.1",2092512,2095181,"+",2909348,,"YALI0_C15070g","XP_501852.1",889,"YALI0C15070p"
"chromosome C","NC_006069.1",2097380,2098246,"-",2909349,,"YALI0_C15092g","XP_501853.1",288,"YALI0C15092p"
"chromosome C","NC_006069.1",2102560,2103618,"-",2909350,,"YALI0_C15114g","XP_501854.1",352,"YALI0C15114p"
"chromosome C","NC_006069.1",2109395,2110933,"+",2909351,,"YALI0_C15136g","XP_501855.1",512,"YALI0C15136p"
"chromosome C","NC_006069.1",2113547,2117083,"-",2909571,,"YALI0_C15158g","XP_501856.1",1178,"YALI0C15158p"
"chromosome C","NC_006069.1",2117806,2119185,"-",2909573,,"YALI0_C15180g","XP_501857.1",459,"YALI0C15180p"
"chromosome C","NC_006069.1",2120833,2123379,"+",2909352,,"YALI0_C15202g","XP_501858.1",848,"YALI0C15202p"
"chromosome C","NC_006069.1",2123539,2124720,"-",2909353,,"YALI0_C15224g","XP_501859.1",393,"YALI0C15224p"
"chromosome C","NC_006069.1",2125792,2126442,"+",7009454,,"YALI0_C15230g","XP_002143031.1",216,"YALI0C15230p"
"chromosome C","NC_006069.1",2127124,2127303,"-",7009455,,"YALI0_C15237g","XP_002143032.1",59,"YALI0C15237p"
"chromosome C","NC_006069.1",2129492,2130460,"-",2909354,,"YALI0_C15246g","XP_501860.1",322,"YALI0C15246p"
"chromosome C","NC_006069.1",2133867,2134694,"+",2909355,,"YALI0_C15268g","XP_501861.1",275,"YALI0C15268p"
"chromosome C","NC_006069.1",2134997,2136331,"-",2909356,,"YALI0_C15290g","XP_501862.1",444,"YALI0C15290p"
"chromosome C","NC_006069.1",2138904,2139186,"+",2909403,,"YALI0_C15304g","XP_501863.1",65,"YALI0C15304p"
"chromosome C","NC_006069.1",2139512,2139955,"-",7009457,,"YALI0_C15323g","XP_002143033.1",70,"mitochondrial 54S ribosomal protein YmL39"
"chromosome C","NC_006069.1",2140095,2142224,"+",2909404,,"YALI0_C15334g","XP_501864.1",709,"YALI0C15334p"
"chromosome C","NC_006069.1",2142606,2143358,"-",7009458,,"YALI0_C15345g","XP_002143034.1",250,"YALI0C15345p"
"chromosome C","NC_006069.1",2144862,2147936,"+",2909502,,"YALI0_C15356g","XP_501865.1",1024,"YALI0C15356p"
"chromosome C","NC_006069.1",2148363,2149289,"+",2909405,,"YALI0_C15378g","XP_501866.1",308,"YALI0C15378p"
"chromosome C","NC_006069.1",2151479,2153833,"+",2909406,,"YALI0_C15400g","XP_501867.1",784,"YALI0C15400p"
"chromosome C","NC_006069.1",2154066,2155055,"-",2909407,,"YALI0_C15422g","XP_501868.1",329,"YALI0C15422p"
"chromosome C","NC_006069.1",2158720,2160156,"+",2909408,,"YALI0_C15444g","XP_501869.1",478,"AGC family protein serine/threonine kinase domain-containing protein"
"chromosome C","NC_006069.1",2160676,2161914,"-",2909409,,"YALI0_C15466g","XP_501870.1",412,"YALI0C15466p"
"chromosome C","NC_006069.1",2162814,2164313,"-",2909410,,"YALI0_C15488g","XP_501871.1",499,"YALI0C15488p"
"chromosome C","NC_006069.1",2170451,2173659,"-",2909411,,"YALI0_C15532g","XP_501872.2",892,"YALI0C15532p"
"chromosome C","NC_006069.1",2186685,2188220,"-",2909412,,"YALI0_C15554g","XP_501873.1",511,"YALI0C15554p"
"chromosome C","NC_006069.1",2201819,2202816,"+",2909413,,"YALI0_C15576g","XP_501874.2",231,"YALI0C15576p"
"chromosome C","NC_006069.1",2223293,2223757,"-",2909415,,"YALI0_C15609g","XP_501876.1",154,"YALI0C15609p"
"chromosome C","NC_006069.1",2228843,2230759,"+",2909417,,"YALI0_C15653g","XP_501877.1",638,"YALI0C15653p"
"chromosome C","NC_006069.1",2232419,2232559,"+",2909435,,"YALI0_C15719g","XP_501878.1",46,"YALI0C15719p"
"chromosome C","NC_006069.1",2232863,2233258,"+",2909436,,"YALI0_C15741g","XP_501879.2",131,"YALI0C15741p"
"chromosome C","NC_006069.1",2241754,2241903,"+",2909437,,"YALI0_C15785g","XP_501880.1",49,"YALI0C15785p"
"chromosome C","NC_006069.1",2243682,2245895,"-",2909438,,"YALI0_C15807g","XP_501881.1",737,"YALI0C15807p"
"chromosome C","NC_006069.1",2252339,2252823,"+",2909439,,"YALI0_C15829g","XP_501882.1",113,"YALI0C15829p"
"chromosome C","NC_006069.1",2253354,2254184,"-",2909440,,"YALI0_C15851g","XP_501883.1",276,"YALI0C15851p"
"chromosome C","NC_006069.1",2255424,2256389,"-",2909441,,"YALI0_C15873g","XP_501884.1",321,"rRNA methyltransferase NOP1"
"chromosome C","NC_006069.1",2262880,2263434,"+",2909442,,"YALI0_C15895g","XP_501885.1",184,"60S ribosomal protein L17"
"chromosome C","NC_006069.1",2265203,2265499,"+",2909443,,"YALI0_C15917g","XP_501886.1",98,"YALI0C15917p"
"chromosome C","NC_006069.1",2269188,2270321,"-",2909444,,"YALI0_C15939g","XP_501887.1",377,"YALI0C15939p"
"chromosome C","NC_006069.1",2274071,2274664,"-",2909243,,"YALI0_C16005g","XP_501888.1",197,"YALI0C16005p"
"chromosome C","NC_006069.1",2275707,2276354,"+",2909244,,"YALI0_C16027g","XP_501889.1",215,"YALI0C16027p"
"chromosome C","NC_006069.1",2278141,2278794,"+",2909245,,"YALI0_C16049g","XP_501890.1",217,"YALI0C16049p"
"chromosome C","NC_006069.1",2282296,2282529,"+",2909250,,"YALI0_C16126g","XP_501891.1",77,"YALI0C16126p"
"chromosome C","NC_006069.1",2285288,2286607,"+",2909251,,"YALI0_C16148g","XP_501892.1",439,"YALI0C16148p"
"chromosome C","NC_006069.1",2287841,2289127,"+",2909253,,"YALI0_C16181g","XP_501894.1",428,"YALI0C16181p"
"chromosome C","NC_006069.1",2289673,2291196,"+",2909254,,"YALI0_C16203g","XP_501895.1",507,"YALI0C16203p"
"chromosome C","NC_006069.1",2291544,2293400,"-",2909255,,"YALI0_C16225g","XP_501896.1",618,"YALI0C16225p"
"chromosome C","NC_006069.1",2295675,2299085,"+",2909256,,"YALI0_C16247g","XP_501897.1",1136,"YALI0C16247p"
"chromosome C","NC_006069.1",2300091,2300183,"+",2909257,,"YALI0_C16269g","XP_501898.1",30,"YALI0C16269p"
"chromosome C","NC_006069.1",2305273,2310799,"+",2909261,,"YALI0_C16346g","XP_501899.2",1598,"YALI0C16346p"
"chromosome C","NC_006069.1",2311185,2312347,"+",2909744,,"YALI0_C16368g","XP_501900.2",320,"YALI0C16368p"
"chromosome C","NC_006069.1",2313145,2317957,"-",2909745,,"YALI0_C16390g","XP_501901.1",1524,"YALI0C16390p"
"chromosome C","NC_006069.1",2319026,2320063,"-",2909746,,"YALI0_C16412g","XP_501902.1",345,"YALI0C16412p"
"chromosome C","NC_006069.1",2320971,2321537,"+",2909747,,"YALI0_C16434g","XP_501903.1",188,"YALI0C16434p"
"chromosome C","NC_006069.1",2322212,2323362,"+",2909748,,"YALI0_C16456g","XP_501904.2",140,"YALI0C16456p"
"chromosome C","NC_006069.1",2324018,2324707,"-",2909749,,"YALI0_C16478g","XP_501905.1",229,"YALI0C16478p"
"chromosome C","NC_006069.1",2324805,2326478,"-",2909750,,"YALI0_C16500g","XP_501906.2",340,"YALI0C16500p"
"chromosome C","NC_006069.1",2329693,2331429,"+",2909751,,"YALI0_C16522g","XP_501907.1",578,"YALI0C16522p"
"chromosome C","NC_006069.1",2331899,2332156,"+",2909752,,"YALI0_C16544g","XP_501908.1",85,"YALI0C16544p"
"chromosome C","NC_006069.1",2335256,2341103,"-",2909753,,"YALI0_C16566g","XP_501909.2",1750,"YALI0C16566p"
"chromosome C","NC_006069.1",2341840,2342013,"+",2909754,,"YALI0_C16599g","XP_501910.1",57,"YALI0C16599p"
"chromosome C","NC_006069.1",2342810,2343704,"-",2909290,,"YALI0_C16621g","XP_501911.1",206,"YALI0C16621p"
"chromosome C","NC_006069.1",2345132,2348389,"+",2909291,,"YALI0_C16643g","XP_501912.1",1085,"YALI0C16643p"
"chromosome C","NC_006069.1",2348673,2351411,"-",2909292,,"YALI0_C16665g","XP_501913.1",912,"YALI0C16665p"
"chromosome C","NC_006069.1",2352241,2352762,"+",2909293,,"YALI0_C16687g","XP_501914.1",173,"YALI0C16687p"
"chromosome C","NC_006069.1",2352933,2357074,"-",2909294,,"YALI0_C16709g","XP_501915.2",1364,"YALI0C16709p"
"chromosome C","NC_006069.1",2357452,2357979,"+",2909295,,"YALI0_C16731g","XP_501916.1",119,"YALI0C16731p"
"chromosome C","NC_006069.1",2358297,2359790,"-",2909296,,"YALI0_C16753g","XP_501917.1",497,"YALI0C16753p"
"chromosome C","NC_006069.1",2361066,2362169,"-",2909297,,"YALI0_C16775g","XP_501918.1",367,"YALI0C16775p"
"chromosome C","NC_006069.1",2363001,2365775,"-",2909298,,"YALI0_C16797g","XP_501919.2",530,"YALI0C16797p"
"chromosome C","NC_006069.1",2368456,2369376,"+",2909299,,"YALI0_C16819g","XP_501920.1",306,"YALI0C16819p"
"chromosome C","NC_006069.1",2371196,2375623,"+",2909300,,"YALI0_C16841g","XP_501921.1",1475,"YALI0C16841p"
"chromosome C","NC_006069.1",2375975,2377714,"-",2909301,,"YALI0_C16863g","XP_501922.1",579,"YALI0C16863p"
"chromosome C","NC_006069.1",2381364,2383344,"+",2909302,,"YALI0_C16885g","XP_501923.1",540,"YALI0C16885p"
"chromosome C","NC_006069.1",2384503,2386134,"-",2909303,,"YALI0_C16907g","XP_501924.1",543,"YALI0C16907p"
"chromosome C","NC_006069.1",2389630,2391375,"+",2909304,,"YALI0_C16929g","XP_501925.1",581,"YALI0C16929p"
"chromosome C","NC_006069.1",2395841,2397436,"+",2910078,,"YALI0_C16951g","XP_501926.1",531,"YALI0C16951p"
"chromosome C","NC_006069.1",2398738,2399934,"-",2910079,,"YALI0_C16973g","XP_501927.1",398,"YALI0C16973p"
"chromosome C","NC_006069.1",2406286,2407956,"+",2910080,,"YALI0_C16995g","XP_501928.1",556,"YALI0C16995p"
"chromosome C","NC_006069.1",2409608,2410543,"+",2910081,,"YALI0_C17017g","XP_501929.1",311,"YALI0C17017p"
"chromosome C","NC_006069.1",2411500,2411898,"-",2910082,,"YALI0_C17039g","XP_501930.2",132,"YALI0C17039p"
"chromosome C","NC_006069.1",2412984,2414786,"+",2910083,,"YALI0_C17061g","XP_501931.1",600,"YALI0C17061p"
"chromosome C","NC_006069.1",2415592,2417472,"+",2910084,,"YALI0_C17083g","XP_501932.1",626,"YALI0C17083p"
"chromosome C","NC_006069.1",2418418,2420019,"+",2910085,,"YALI0_C17105g","XP_501933.1",533,"YALI0C17105p"
"chromosome C","NC_006069.1",2420781,2422160,"-",2910088,,"YALI0_C17193g","XP_501934.1",459,"YALI0C17193p"
"chromosome C","NC_006069.1",2422899,2424326,"+",2910089,,"YALI0_C17215g","XP_501935.1",475,"YALI0C17215p"
"chromosome C","NC_006069.1",2426341,2428221,"+",2910090,,"YALI0_C17237g","XP_501936.1",626,"YALI0C17237p"
"chromosome C","NC_006069.1",2430712,2432412,"+",2910092,,"YALI0_C17281g","XP_501937.1",566,"YALI0C17281p"
"chromosome C","NC_006069.1",2432599,2434338,"-",2910093,,"YALI0_C17303g","XP_501938.1",579,"YALI0C17303p"
"chromosome C","NC_006069.1",2435608,2436527,"+",2910094,,"YALI0_C17325g","XP_501939.2",290,"YALI0C17325p"
"chromosome C","NC_006069.1",2438437,2440692,"-",2910069,,"YALI0_C17347g","XP_501940.2",647,"YALI0C17347p"
"chromosome C","NC_006069.1",2442654,2444750,"+",2910067,,"YALI0_C17369g","XP_501941.1",698,"YALI0C17369p"
"chromosome C","NC_006069.1",2444915,2445544,"-",2910068,,"YALI0_C17391g","XP_501942.2",69,"YALI0C17391p"
"chromosome C","NC_006069.1",2448496,2450244,"-",2910074,,"YALI0_C17501g","XP_501945.1",582,"YALI0C17501p"
"chromosome C","NC_006069.1",2453436,2454668,"-",2910072,,"YALI0_C17545g","XP_501946.1",410,"YALI0C17545p"
"chromosome C","NC_006069.1",2457888,2458676,"-",2910075,,"YALI0_C17567g","XP_501947.1",262,"YALI0C17567p"
"chromosome C","NC_006069.1",2461194,2462360,"-",2910076,,"YALI0_C17589g","XP_501948.1",388,"YALI0C17589p"
"chromosome C","NC_006069.1",2463777,2464397,"+",2909999,,"YALI0_C17633g","XP_501949.1",206,"YALI0C17633p"
"chromosome C","NC_006069.1",2464752,2466677,"+",2909997,,"YALI0_C17655g","XP_501950.1",641,"YALI0C17655p"
"chromosome C","NC_006069.1",2470974,2472449,"-",2910006,,"YALI0_C17831g","XP_501951.1",491,"YALI0C17831p"
"chromosome C","NC_006069.1",2472805,2474370,"+",2910004,,"YALI0_C17853g","XP_501952.1",521,"YALI0C17853p"
"chromosome C","NC_006069.1",2474909,2475613,"+",2910005,,"YALI0_C17875g","XP_501953.1",234,"YALI0C17875p"
"chromosome C","NC_006069.1",2475674,2476447,"-",2910008,,"YALI0_C17897g","XP_501954.1",257,"YALI0C17897p"
"chromosome C","NC_006069.1",2477025,2477438,"-",2910007,,"YALI0_C17919g","XP_501955.1",137,"YALI0C17919p"
"chromosome C","NC_006069.1",2478884,2480503,"+",2910009,,"YALI0_C17941g","XP_501956.1",539,"YALI0C17941p"
"chromosome C","NC_006069.1",2480744,2482345,"-",2910010,,"YALI0_C17963g","XP_501957.1",533,"YALI0C17963p"
"chromosome C","NC_006069.1",2486706,2488187,"+",2909987,,"YALI0_C18029g","XP_501958.1",493,"YALI0C18029p"
"chromosome C","NC_006069.1",2488560,2493358,"+",2909985,,"YALI0_C18051g","XP_501959.1",1577,"YALI0C18051p"
"chromosome C","NC_006069.1",2493966,2494863,"+",2909986,,"YALI0_C18073g","XP_501960.2",214,"YALI0C18073p"
"chromosome C","NC_006069.1",2495282,2496472,"+",2909989,,"YALI0_C18095g","XP_501961.1",396,"YALI0C18095p"
"chromosome C","NC_006069.1",2496514,2498361,"-",2909988,,"YALI0_C18117g","XP_501962.1",615,"YALI0C18117p"
"chromosome C","NC_006069.1",2498912,2499836,"-",2909992,,"YALI0_C18139g","XP_501963.1",222,"YALI0C18139p"
"chromosome C","NC_006069.1",2500250,2501173,"+",2909990,,"YALI0_C18161g","XP_501964.1",307,"YALI0C18161p"
"chromosome C","NC_006069.1",2501361,2503187,"-",2909991,,"YALI0_C18183g","XP_501965.1",608,"YALI0C18183p"
"chromosome C","NC_006069.1",2503916,2504815,"-",2909994,,"YALI0_C18205g","XP_501966.1",299,"YALI0C18205p"
"chromosome C","NC_006069.1",2505351,2506265,"-",2909993,,"YALI0_C18227g","XP_501967.1",304,"YALI0C18227p"
"chromosome C","NC_006069.1",2507304,2508035,"+",2909995,,"YALI0_C18249g","XP_501968.1",243,"YALI0C18249p"
"chromosome C","NC_006069.1",2508684,2510776,"+",2909996,,"YALI0_C18263g","XP_501969.1",607,"YALI0C18263p"
"chromosome C","NC_006069.1",2514822,2518314,"+",2909974,,"YALI0_C18293g","XP_501970.1",1148,"YALI0C18293p"
"chromosome C","NC_006069.1",2518710,2520725,"-",2909556,,"YALI0_C18315g","XP_501971.1",671,"YALI0C18315p"
"chromosome C","NC_006069.1",2523253,2525646,"-",2909973,,"YALI0_C18359g","XP_501973.1",797,"YALI0C18359p"
"chromosome C","NC_006069.1",2526205,2527203,"-",2909977,,"YALI0_C18381g","XP_501974.1",332,"YALI0C18381p"
"chromosome C","NC_006069.1",2527723,2529147,"+",2909976,,"YALI0_C18403g","XP_501975.1",474,"YALI0C18403p"
"chromosome C","NC_006069.1",2529375,2530487,"+",2909978,,"YALI0_C18425g","XP_501976.1",370,"YALI0C18425p"
"chromosome C","NC_006069.1",2530596,2532012,"-",2909979,,"YALI0_C18447g","XP_501977.2",402,"YALI0C18447p"
"chromosome C","NC_006069.1",2532474,2534384,"+",2909980,,"YALI0_C18469g","XP_501978.1",636,"YALI0C18469p"
"chromosome C","NC_006069.1",2535946,2536113,"-",7009464,,"YALI0_C18475g","XP_002143035.1",55,"YALI0C18475p"
"chromosome C","NC_006069.1",2537010,2537174,"+",7009465,,"YALI0_C18481g","XP_002143036.1",54,"YALI0C18481p"
"chromosome C","NC_006069.1",2539948,2543046,"+",2909981,,"YALI0_C18491g","XP_501979.1",1032,"YALI0C18491p"
"chromosome C","NC_006069.1",2545433,2546179,"+",2909982,,"YALI0_C18513g","XP_501980.1",248,"YALI0C18513p"
"chromosome C","NC_006069.1",2546454,2547791,"-",2909983,,"YALI0_C18535g","XP_501981.1",445,"YALI0C18535p"
"chromosome C","NC_006069.1",2548567,2550975,"+",2909984,,"YALI0_C18557g","XP_501982.1",802,"YALI0C18557p"
"chromosome C","NC_006069.1",2552662,2555451,"+",2909958,,"YALI0_C18623g","XP_501983.1",929,"YALI0C18623p"
"chromosome C","NC_006069.1",2557284,2560208,"+",2909959,,"YALI0_C18645g","XP_501984.1",974,"YALI0C18645p"
"chromosome C","NC_006069.1",2560770,2563253,"-",2909960,,"YALI0_C18667g","XP_501985.1",827,"YALI0C18667p"
"chromosome C","NC_006069.1",2564385,2567459,"-",2909504,,"YALI0_C18689g","XP_501986.1",1024,"YALI0C18689p"
"chromosome C","NC_006069.1",2568176,2568788,"-",2909961,,"YALI0_C18711g","XP_501987.1",181,"YALI0C18711p"
"chromosome C","NC_006069.1",2569084,2569463,"-",2909962,,"YALI0_C18733g","XP_501988.1",110,"YALI0C18733p"
"chromosome C","NC_006069.1",2569945,2571303,"-",2909963,,"YALI0_C18755g","XP_501989.1",452,"YALI0C18755p"
"chromosome C","NC_006069.1",2572263,2572628,"+",2909964,,"YALI0_C18777g","XP_501990.1",121,"YALI0C18777p"
"chromosome C","NC_006069.1",2573201,2574004,"+",2909965,,"YALI0_C18799g","XP_501991.1",267,"YALI0C18799p"
"chromosome C","NC_006069.1",2574654,2576453,"+",2909966,,"YALI0_C18821g","XP_501992.1",599,"YALI0C18821p"
"chromosome C","NC_006069.1",2580177,2580695,"+",2909969,,"YALI0_C18975g","XP_501993.1",172,"YALI0C18975p"
"chromosome C","NC_006069.1",2581759,2583444,"-",2909970,,"YALI0_C18997g","XP_501994.1",561,"YALI0C18997p"
"chromosome C","NC_006069.1",2584237,2584572,"+",2909971,,"YALI0_C19019g","XP_501995.2",111,"YALI0C19019p"
"chromosome C","NC_006069.1",2586326,2587714,"+",2909972,,"YALI0_C19041g","XP_501996.1",462,"YALI0C19041p"
"chromosome C","NC_006069.1",2591918,2593480,"+",2909946,,"YALI0_C19063g","XP_501997.1",520,"YALI0C19063p"
"chromosome C","NC_006069.1",2596311,2597240,"-",2909945,,"YALI0_C19085g","XP_501998.1",309,"YALI0C19085p"
"chromosome C","NC_006069.1",2602463,2602753,"-",7009467,,"YALI0_C19096g","XP_002143037.1",96,"YALI0C19096p"
"chromosome C","NC_006069.1",2607332,2607781,"+",2909948,,"YALI0_C19107g","XP_501999.1",149,"YALI0C19107p"
"chromosome C","NC_006069.1",2610397,2615468,"+",2909949,,"YALI0_C19129g","XP_502000.1",1606,"YALI0C19129p"
