,regulator,gene_name,sacc_gene_id,gene_id
9406,PDR1,RPL12A,YEL054C,YALI0_D13882g
9407,PDR1,ALD5,YER073W,YALI0_C03025g
9408,PDR1,RPS24A,YER074W,YALI0_D13728g
9409,PDR1,SLX8,YER116C,YALI0_D10615g
9410,PDR1,RPL23B,YER117W,YALI0_D10263g
9411,PDR1,BEM2,YER155C,YALI0_F32043g
9412,PDR1,RPL22B,YFL034C-A,YALI0_E32208g
9413,PDR1,ERJ5,YFR041C,YALI0_E10263g
9414,PDR1,ERG26,YGL001C,YALI0_C22165g
9415,PDR1,VPS73,YGL104C,YALI0_B21230g
9416,PDR1,CDC20,YGL116W,YALI0_C03377g
9417,PDR1,ROK1,YGL171W,YALI0_B21538g
9418,PDR1,RPS26A,YGL189C,YALI0_E19701g
9419,PDR1,STF2,YGR008C,YALI0_C06237g
9420,PDR1,UGA1,YGR019W,YALI0_E18238g
9421,PDR1,NSR1,YGR159C,YALI0_F13475g
9422,PDR1,SDA1,YGR245C,YALI0_E02618g
9423,PDR1,OTU2,YHL013C,YALI0_C19987g
9424,PDR1,AIM17,YHL021C,YALI0_F16357g
9425,PDR1,NAM8,YHR086W,YALI0_D04917g
9426,PDR1,MSR1,YHR091C,YALI0_E17985g
9427,PDR1,RPL42B,YHR141C,YALI0_B04224g
9428,PDR1,CHS7,YHR142W,YALI0_D17006g
9429,PDR1,EGD2,YHR193C,YALI0_C00605g
9430,PDR1,MDM31,YHR194W,YALI0_E01144g
9431,PDR1,RIX1,YHR197W,YALI0_F20350g
9432,PDR1,SMN1,YHR202W,YALI0_D13640g
9433,PDR1,CFD1,YIL003W,YALI0_E19074g
9434,PDR1,RPL2B,YIL018W,YALI0_F24739g
9435,PDR1,MET18,YIL128W,YALI0_D16841g
9436,PDR1,TAO3,YIL129C,YALI0_D24035g
9437,PDR1,RPL16A,YIL133C,YALI0_C09218g
9438,PDR1,PRE3,YJL001W,YALI0_F14861g
9439,PDR1,MHP1,YJL042W,YALI0_A07997g
9440,PDR1,SOP4,YJL192C,YALI0_C21604g
9441,PDR1,VPS55,YJR044C,YALI0_F02277g
9442,PDR1,MGM101,YJR144W,YALI0_E05863g
9443,PDR1,MAE1,YKL029C,YALI0_E18634g
9445,PDR1,GEX2,YKR106W,YALI0_C02541g
9446,PDR1,DNM1,YLL001W,YALI0_F16379g
9447,PDR1,FRS1,YLR060W,YALI0_E22979g
9448,PDR1,ENT2,YLR206W,YALI0_D26510g
9449,PDR1,HRD3,YLR207W,YALI0_F01859g
9450,PDR1,TAF13,YML098W,YALI0_D09625g
9452,PDR1,PYP1,YNL010W,YALI0_B09229g
9453,PDR1,RPL16B,YNL069C,YALI0_C09218g
9454,PDR1,SIN4,YNL236W,YALI0_F17776g
9455,PDR1,YTP1,YNL237W,YALI0_F17798g
9456,PDR1,IST1,YNL265C,YALI0_B04048g
9457,PDR1,ATP19,YOL077W-A,YALI0_B11913g
9458,PDR1,REX4,YOL080C,YALI0_B10824g
9459,PDR1,RPS19A,YOL121C,YALI0_B20504g
9460,PDR1,MDH2,YOL126C,YALI0_E14190g
9461,PDR1,RKI1,YOR095C,YALI0_B06941g
9462,PDR1,SFL1,YOR140W,YALI0_D14520g
9463,PDR1,DCS2,YOR173W,YALI0_F31141g
9464,PDR1,PAC1,YOR269W,YALI0_E04697g
9465,PDR1,SLY41,YOR307C,YALI0_B10714g
9466,PDR1,HSH49,YOR319W,YALI0_E15356g
9467,PDR1,RDR1,YOR380W,YALI0_F16599g
9468,PDR1,FRE3,YOR381W,YALI0_B13134g
9469,PDR1,VTC3,YPL019C,YALI0_C10252g
9470,PDR1,RPL33A,YPL143W,YALI0_F31405g
9471,PDR1,RPL36B,YPL249C-A,YALI0_E30602g
9472,PDR1,RPA135,YPR010C,YALI0_E09845g
9473,PDR1,JIP5,YPR169W,YALI0_F05588g
9474,PDR1,GDB1,YPR184W,YALI0_A19074g
9475,PDR1,ARR3,YPR201W,YALI0_C07590g
9476,PDR1,MAG1,YER142C,YALI0_B14080g
9477,PDR1,DDI1,YER143W,YALI0_B06754g
9478,PDR3,SNQ2,YDR011W,YALI0_F17996g
9479,PDR3,PDR15,YDR406W,YALI0_E14729g
9480,PDR3,PDR16,YNL231C,YALI0_A08448g
9481,PDR3,PDR5,YOR153W,YALI0_E14729g
9482,PDR3,RPS8B,YER102W,YALI0_F24959g
9483,PDR3,TDH3,YGR192C,YALI0_C06369g
9484,PDR3,ENO2,YHR174W,YALI0_F16819g
9485,PDR3,ELA1,YNL230C,YALI0_C16500g
9486,PDR3,TEF1,YPR080W,YALI0_C09141g
9487,PDR3,TEF2,YBR118W,YALI0_C09141g
9488,PDR3,CDC19,YAL038W,YALI0_F09185g
9489,PDR3,TAL1,YLR354C,YALI0_F15587g
9490,PDR3,ADH1,YOL086C,YALI0_A16379g
9491,PDR3,RPS8A,YBL072C,YALI0_F24959g
9492,PDR3,RPL10,YLR075W,YALI0_D13104g
9493,PDR3,ILV5,YLR355C,YALI0_D03135g
9494,PDR3,CAX4,YGR036C,YALI0_D21032g
9495,PDR3,TDH2,YJR009C,YALI0_C06369g
9496,PDR3,PMA1,YGL008C,YALI0_B22066g
9497,PDR3,PDC1,YLR044C,YALI0_D10131g
9498,PDR3,HSP150,YJL159W,YALI0_C02981g
9499,PDR3,HTC1,YPL067C,YALI0_F04466g
9500,PDR3,PUT4,YOR348C,YALI0_B09537g
9502,PDR3,SYF1,YDR416W,YALI0_D00561g
9503,PDR3,TLG1,YDR468C,YALI0_B05786g
9504,PDR3,SSZ1,YHR064C,YALI0_B12474g
9505,PDR3,SUI2,YJR007W,YALI0_B01034g
9506,PDR3,PSG1,YKL077W,YALI0_D26554g
9507,PDR3,UTP14,YML093W,YALI0_D13464g
9509,PDR3,VPS9,YML097C,YALI0_E32593g
9510,PDR3,ATG3,YNR007C,YALI0_E24453g
9511,PDR3,LRO1,YNR008W,YALI0_E16797g
9512,PDR3,KIN4,YOR233W,YALI0_C21758g
9513,PDR3,FLR1,YBR008C,YALI0_C04499g
9514,PHD1,SNA2,YDR525W-A,YALI0_D16665g
9515,PHD1,SCW4,YGR279C,YALI0_D20680g
9516,PHD1,ERG11,YHR007C,YALI0_B05126g
9517,PHD1,SOR1,YJR159W,YALI0_E12463g
9518,PHD1,PHD1,YKL043W,YALI0_B19602g
9519,PHD1,PRY2,YKR013W,YALI0_D06149g
9520,PHD1,HOG1,YLR113W,YALI0_E25135g
9521,PHD1,RPL4A,YBR031W,YALI0_C06820g
9522,PHD1,UTH1,YKR042W,YALI0_E33539g
9523,PHD1,RPS4A,YJR145C,YALI0_D12903g
9524,PHD1,PTR2,YKR093W,YALI0_D19558g
9525,PHD1,HTC1,YPL067C,YALI0_F04466g
9526,PHD1,ENV9,YOR246C,YALI0_E24695g
9527,PHD1,TEF2,YBR118W,YALI0_C09141g
9528,PHD1,RPS29B,YDL061C,YALI0_B08748g
9529,PHD1,RPL35B,YDL136W,YALI0_A09922g
9530,PHD1,UTR4,YEL038W,YALI0_D16797g
9531,PHD1,RPS26B,YER131W,YALI0_E19701g
9532,PHD1,OXA1,YER154W,YALI0_F32021g
9533,PHD1,RPL29,YFR032C-A,YALI0_F08437g
9534,PHD1,RPL24A,YGL031C,YALI0_E23584g
9535,PHD1,PHO81,YGR233C,YALI0_A00759g
9536,PHD1,BAT1,YHR208W,YALI0_D01265g
9537,PHD1,CIS3,YJL158C,YALI0_B20306g
9538,PHD1,MTC2,YKL098W,YALI0_E01958g
9539,PHD1,PIR1,YKL164C,YALI0_B20306g
9540,PHD1,ATR1,YML116W,YALI0_F28017g
9541,PHD1,SCW10,YMR305C,YALI0_D20680g
9542,PHD1,TOS7,YOL019W,YALI0_E33627g
9543,PHD1,MDH2,YOL126C,YALI0_E14190g
9544,PHD1,RPL3,YOR063W,YALI0_C21560g
9545,PHD1,ISU2,YOR226C,YALI0_B04928g
9546,PHD1,WTM1,YOR230W,YALI0_D26279g
9547,PHD1,CAM1,YPL048W,YALI0_B12562g
9548,PHD1,CMR3,YPR013C,YALI0_F05104g
9549,RPN4,SSA1,YAL005C,YALI0_D08184g
9550,RPN4,PIM1,YBL022C,YALI0_F26169g
9551,RPN4,PDI1,YCL043C,YALI0_E03036g
9552,RPN4,TVS1,YCR061W,YALI0_E19558g
9553,RPN4,CDC48,YDL126C,YALI0_F12155g
9554,RPN4,RPN5,YDL147W,YALI0_D09977g
9555,RPN4,NOP14,YDL148C,YALI0_F08371g
9556,RPN4,LYS20,YDL182W,YALI0_F31075g
9557,RPN4,SNQ2,YDR011W,YALI0_F17996g
9558,RPN4,CCT6,YDR188W,YALI0_D20328g
9559,RPN4,RQC1,YDR333C,YALI0_C04543g
9560,RPN4,SWR1,YDR334W,YALI0_E02332g
9561,RPN4,RAD23,YEL037C,YALI0_D16401g
9562,RPN4,PRE1,YER012W,YALI0_B11374g
9563,RPN4,RPN3,YER021W,YALI0_F28413g
9564,RPN4,PUP3,YER094C,YALI0_F22341g
9565,RPN4,BMH1,YER177W,YALI0_B14377g
9566,RPN4,EPL1,YFL024C,YALI0_B12584g
9567,RPN4,YPI1,YFR003C,YALI0_F23991g
9568,RPN4,RPN11,YFR004W,YALI0_F26411g
9569,RPN4,MPO1,YGL010W,YALI0_E35024g
9570,RPN4,SCL1,YGL011C,YALI0_C06039g
9571,RPN4,ERG4,YGL012W,YALI0_D19206g
9572,RPN4,ATG1,YGL180W,YALI0_D25388g
9573,RPN4,STR3,YGL184C,YALI0_D00605g
9574,RPN4,TFC4,YGR047C,YALI0_B00528g
9575,RPN4,UFD1,YGR048W,YALI0_E26235g
9576,RPN4,MUP1,YGR055W,YALI0_F25795g
9577,RPN4,RPN1,YHR027C,YALI0_B02860g
9578,RPN4,DAP2,YHR028C,YALI0_B02838g
9579,RPN4,RPN10,YHR200W,YALI0_D03762g
9580,RPN4,PRE3,YJL001W,YALI0_F14861g
9581,RPN4,PUT3,YKL015W,YALI0_B06853g
9582,RPN4,ATP7,YKL016C,YALI0_B06831g
9583,RPN4,OAC1,YKL120W,YALI0_E04048g
9584,RPN4,RPT1,YKL145W,YALI0_D11418g
9585,RPN4,AVT3,YKL146W,YALI0_E10637g
9586,RPN4,YKT6,YKL196C,YALI0_E21329g
9587,RPN4,UBA1,YKL210W,YALI0_E06017g
9588,RPN4,UTH1,YKR042W,YALI0_E33539g
9589,RPN4,PHO84,YML123C,YALI0_A21307g
9590,RPN4,MIX17,YMR002W,YALI0_F17226g
9591,RPN4,MUB1,YMR100W,YALI0_E04114g
9592,RPN4,DSK2,YMR276W,YALI0_E02134g
9593,RPN4,PRE5,YMR314W,YALI0_C17325g
9594,RPN4,IDH1,YNL037C,YALI0_E05137g
9595,RPN4,NSG2,YNL156C,YALI0_A14454g
9596,RPN4,ZWF1,YNL241C,YALI0_E22649g
9597,RPN4,TMC1,YOR052C,YALI0_A01067g
9598,RPN4,PDR5,YOR153W,YALI0_E14729g
9599,RPN4,RPT4,YOR259C,YALI0_E21868g
9600,RPN4,GCD1,YOR260W,YALI0_E21846g
9601,RPN4,PRE10,YOR362C,YALI0_F07469g
9602,RPN4,PRE2,YPR103W,YALI0_B15224g
9603,RPN4,ERG25,YGR060W,YALI0_F11297g
9604,RPN4,FKS1,YLR342W,YALI0_E21021g
9605,RPN4,ECM33,YBR078W,YALI0_D07480g
9606,RPN4,HYP2,YEL034W,YALI0_C06886g
9607,RPN4,TEF1,YPR080W,YALI0_C09141g
9608,RPN4,PDR15,YDR406W,YALI0_E14729g
9609,RPN4,EFB1,YAL003W,YALI0_F09669g
9610,RPN4,PRB1,YEL060C,YALI0_A06435g
9611,RPN4,AIM46,YHR199C,YALI0_D16775g
9612,RPN4,MDM35,YKL053C-A,YALI0_F31548g
9613,RPN4,HAP3,YBL021C,YALI0_F17072g
9614,RPN4,MIT1,YEL007W,YALI0_C08327g
9615,RPN4,HST3,YOR025W,YALI0_D02145g
9616,RPN4,ECM32,YER176W,YALI0_D23881g
9617,RPN4,TEF2,YBR118W,YALI0_C09141g
9618,RPN4,ENV9,YOR246C,YALI0_E24695g
9619,RPN4,ANP1,YEL036C,YALI0_C04004g
9620,RPN4,RPL11A,YPR102C,YALI0_B15103g
9621,RPN4,HST2,YPL015C,YALI0_F11583g
9622,RPN4,NAR1,YNL240C,YALI0_B04532g
9623,RPN4,MCM3,YEL032W,YALI0_F21945g
9624,RPN4,SEM1,YDR363W-A,YALI0_C22528g
9625,RPN4,NCE103,YNL036W,YALI0_F21406g
9626,RPN4,ENA2,YDR039C,YALI0_A01023g
9627,RPN4,MCM2,YBL023C,YALI0_F04664g
9628,RPN4,RPL23A,YBL087C,YALI0_D10263g
9629,RPN4,FES1,YBR101C,YALI0_F11121g
9630,RPN4,CMD1,YBR109C,YALI0_E34111g
9631,RPN4,ALG1,YBR110W,YALI0_E34133g
9633,RPN4,RIB7,YBR153W,YALI0_D06501g
9634,RPN4,SSH1,YBR283C,YALI0_E21912g
9637,RPN4,ILV6,YCL009C,YALI0_C09636g
9638,RPN4,SGF29,YCL010C,YALI0_E14080g
9639,RPN4,KAR4,YCL055W,YALI0_C17017g
9640,RPN4,CDC10,YCR002C,YALI0_C21087g
9641,RPN4,YCP4,YCR004C,YALI0_B07007g
9642,RPN4,CIT2,YCR005C,YALI0_E02684g
9643,RPN4,SAT4,YCR008W,YALI0_C00891g
9644,RPN4,PGK1,YCR012W,YALI0_D12400g
9645,RPN4,CTO1,YCR015C,YALI0_D17468g
9646,RPN4,MSH3,YCR092C,YALI0_F00154g
9647,RPN4,CDC39,YCR093W,YALI0_F23045g
9648,RPN4,PMT1,YDL095W,YALI0_E15081g
9649,RPN4,RPN6,YDL097C,YALI0_D08976g
9650,RPN4,RPO21,YDL140C,YALI0_C16566g
9651,RPN4,CCT4,YDL143W,YALI0_F20416g
9653,RPN4,REG1,YDR028C,YALI0_B16808g
9654,RPN4,MIX14,YDR031W,YALI0_A16467g
9655,RPN4,RTR2,YDR066C,YALI0_B00308g
9656,RPN4,ARO1,YDR127W,YALI0_F12639g
9657,RPN4,GIR2,YDR152W,YALI0_D13508g
9658,RPN4,SAC3,YDR159W,YALI0_F27775g
9659,RPN4,CCC2,YDR270W,YALI0_D27038g
9660,RPN4,INM2,YDR287W,YALI0_D04378g
9661,RPN4,DXO1,YDR370C,YALI0_E28490g
9662,RPN4,CTS2,YDR371W,YALI0_F04532g
9663,RPN4,VPS74,YDR372C,YALI0_D03575g
9664,RPN4,FRQ1,YDR373W,YALI0_E15180g
9665,RPN4,SHE9,YDR393W,YALI0_E01188g
9666,RPN4,RPT3,YDR394W,YALI0_D11770g
9667,RPN4,RPN9,YDR427W,YALI0_E07183g
9668,RPN4,YEA4,YEL004W,YALI0_E24123g
9669,RPN4,GEA2,YEL022W,YALI0_E19536g
9670,RPN4,TMA20,YER007C-A,YALI0_A17380g
9671,RPN4,ERG28,YER044C,YALI0_F04400g
9672,RPN4,RAD51,YER095W,YALI0_F15477g
9673,RPN4,GLC7,YER133W,YALI0_A08077g
9674,RPN4,MAG1,YER142C,YALI0_B14080g
9675,RPN4,DDI1,YER143W,YALI0_B06754g
9676,RPN4,GCG1,YER163C,YALI0_F26103g
9677,RPN4,UBP6,YFR010W,YALI0_D02871g
9678,RPN4,PRE4,YFR050C,YALI0_E32505g
9679,RPN4,ERG26,YGL001C,YALI0_C22165g
9680,RPN4,ALG13,YGL047W,YALI0_E33275g
9681,RPN4,RPT6,YGL048C,YALI0_D17204g
9682,RPN4,NAB2,YGL122C,YALI0_E13794g
9683,RPN4,NUP49,YGL172W,YALI0_F28281g
9684,RPN4,XRN1,YGL173C,YALI0_C23144g
9685,RPN4,GCN1,YGL195W,YALI0_D17732g
9686,RPN4,PRE9,YGR135W,YALI0_C19382g
9687,RPN4,TRX2,YGR209C,YALI0_F01496g
9688,RPN4,HSV2,YGR223C,YALI0_B15290g
9689,RPN4,AZR1,YGR224W,YALI0_E18095g
9690,RPN4,PUP2,YGR253C,YALI0_E02794g
9691,RPN4,OSH7,YHR001W,YALI0_A02354g
9692,RPN4,RPN2,YIL075C,YALI0_F09834g
9693,RPN4,OST1,YJL002C,YALI0_F14795g
9694,RPN4,POL31,YJR006W,YALI0_D05093g
9695,RPN4,EMC2,YJR088C,YALI0_C23188g
9696,RPN4,UFD4,YKL010C,YALI0_E05401g
9697,RPN4,GPX1,YKL026C,YALI0_E02310g
9698,RPN4,PTM1,YKL039W,YALI0_A18986g
9699,RPN4,NFU1,YKL040C,YALI0_B00264g
9700,RPN4,PSG1,YKL077W,YALI0_D26554g
9701,RPN4,KDX1,YKL161C,YALI0_B02816g
9702,RPN4,FRE2,YKL220C,YALI0_B13112g
9703,RPN4,UBI4,YLL039C,YALI0_E18986g
9704,RPN4,RPS30A,YLR287C-A,YALI0_F14663g
9705,RPN4,RPS22B,YLR367W,YALI0_D05731g
9706,RPN4,RPN13,YLR421C,YALI0_B09339g
9707,RPN4,DCK1,YLR422W,YALI0_B22484g
9708,RPN4,ERG6,YML008C,YALI0_F08701g
9709,RPN4,GSF2,YML048W,YALI0_D02739g
9710,RPN4,RSE1,YML049C,YALI0_D02717g
9711,RPN4,PRE8,YML092C,YALI0_F06314g
9712,RPN4,HSC82,YMR186W,YALI0_C07953g
9713,RPN4,CSL4,YNL232W,YALI0_A05995g
9714,RPN4,RAD50,YNL250W,YALI0_D15246g
9715,RPN4,PRE6,YOL038W,YALI0_B14267g
9716,RPN4,SGT2,YOR007C,YALI0_B06963g
9717,RPN4,ASE1,YOR058C,YALI0_F15763g
9718,RPN4,VAM3,YOR106W,YALI0_C16819g
9719,RPN4,PUP1,YOR157C,YALI0_D14058g
9720,RPN4,PET123,YOR158W,YALI0_E08602g
9721,RPN4,RPN8,YOR261C,YALI0_D19910g
9722,RPN4,GPN2,YOR262W,YALI0_D19888g
9723,RPN4,FSH3,YOR280C,YALI0_D16940g
9724,RPN4,TIM18,YOR297C,YALI0_A14784g
9725,RPN4,HSH49,YOR319W,YALI0_E15356g
9727,RPN4,RKM1,YPL208W,YALI0_E34397g
9728,RPN4,IPL1,YPL209C,YALI0_E34375g
9729,RPN4,NVJ2,YPR091C,YALI0_C07568g
9730,RPN4,YTH1,YPR107C,YALI0_D14982g
9731,RPN4,RPN7,YPR108W,YALI0_B22286g
9732,RPN4,RPT2,YDL007W,YALI0_F02585g
9733,RPN4,RPT5,YOR117W,YALI0_D09119g
9734,RTG3,CIT2,YCR005C,YALI0_E02684g
9735,RTG3,ADY2,YCR010C,YALI0_C23617g
9736,RTG3,ATO3,YDR384C,YALI0_F13145g
9737,RTG3,GNP1,YDR508C,YALI0_C09889g
9738,RTG3,SMT3,YDR510W,YALI0_F06826g
9739,RTG3,DLD3,YEL071W,YALI0_C06446g
9740,RTG3,PYC1,YGL062W,YALI0_C24101g
9741,RTG3,ACO1,YLR304C,YALI0_D09361g
9742,RTG3,IDH1,YNL037C,YALI0_E05137g
9743,RTG3,CIT1,YNR001C,YALI0_E02684g
9744,RTG3,CPA1,YOR303W,YALI0_D07370g
9745,RTG3,DIP5,YPL265W,YALI0_C00451g
9746,RTG3,YHM2,YMR241W,YALI0_B10736g
9747,RTG3,GLN1,YPR035W,YALI0_F00506g
9748,RTG3,CRC1,YOR100C,YALI0_C02431g
9749,RTG3,ACS1,YAL054C,YALI0_F05962g
9750,RTG3,YAT2,YER024W,YALI0_F21197g
9751,RTG3,YAT1,YAR035W,YALI0_F21197g
9752,RTG3,ACH1,YBL015W,YALI0_E30965g
9753,RTG3,ADH3,YMR083W,YALI0_E17787g
9754,RTG3,GDH3,YAL062W,YALI0_F17820g
9755,RTG3,YMC2,YBR104W,YALI0_E17457g
9756,RTG3,ADH7,YCR105W,YALI0_E07766g
9757,RTG3,IDP1,YDL066W,YALI0_F04095g
9758,RTG3,COX9,YDL067C,YALI0_F04114g
9759,RTG3,LYS20,YDL182W,YALI0_F31075g
9760,RTG3,ENA1,YDR040C,YALI0_A01023g
9761,RTG3,HSP42,YDR171W,YALI0_E18546g
9762,RTG3,EFT2,YDR385W,YALI0_A00352g
9763,RTG3,PRP22,YER013W,YALI0_B11352g
9764,RTG3,ZRT1,YGL255W,YALI0_F21659g
9765,RTG3,ARG4,YHR018C,YALI0_D26367g
9766,RTG3,COX6,YHR051W,YALI0_E10144g
9767,RTG3,YMR1,YJR110W,YALI0_E23738g
9768,RTG3,BAT2,YJR148W,YALI0_D01265g
9769,RTG3,URA1,YKL216W,YALI0_D18920g
9770,RTG3,FRE2,YKL220C,YALI0_B13112g
9771,RTG3,FOX2,YKR009C,YALI0_E15378g
9772,RTG3,FPY1,YMR178W,YALI0_B04092g
9774,RTG3,TIM23,YNR017W,YALI0_F29183g
9775,RTG3,IDH2,YOR136W,YALI0_D06303g
9776,RTG3,ISU1,YPL135W,YALI0_B04928g
9777,RTG3,CIT3,YPR001W,YALI0_E00638g
9778,SIP4,ACS1,YAL054C,YALI0_F05962g
9779,SIP4,SFC1,YJR095W,YALI0_E34672g
9780,SIP4,PCK1,YKR097W,YALI0_C16995g
9781,SIP4,FBP1,YLR377C,YALI0_A15972g
9782,SIP4,MLS1,YNL117W,YALI0_E15708g
9783,SIP4,BAT2,YJR148W,YALI0_D01265g
9784,SIP4,HMO1,YDR174W,YALI0_F18260g
9785,SIP4,OYE2,YHR179W,YALI0_D16247g
9786,SIP4,DCN1,YLR128W,YALI0_F26147g
9787,SIP4,DMA2,YNL116W,YALI0_F18634g
9788,SIP4,TFB2,YPL122C,YALI0_F30173g
9789,SOK2,YAT1,YAR035W,YALI0_F21197g
9790,SOK2,ECM13,YBL043W,YALI0_B07403g
9791,SOK2,BAP2,YBR068C,YALI0_B16522g
9792,SOK2,AMN1,YBR158W,YALI0_E04356g
9794,SOK2,GIT1,YCR098C,YALI0_D08382g
9795,SOK2,PRR2,YDL214C,YALI0_A10230g
9796,SOK2,RPL4B,YDR012W,YALI0_C06820g
9797,SOK2,NRG1,YDR043C,YALI0_C12364g
9798,SOK2,SMT3,YDR510W,YALI0_F06826g
9799,SOK2,SNA2,YDR525W-A,YALI0_D16665g
9800,SOK2,UTR2,YEL040W,YALI0_B15510g
9801,SOK2,GLY1,YEL046C,YALI0_A21417g
9802,SOK2,HPA3,YEL066W,YALI0_B20328g
9803,SOK2,GPA2,YER020W,YALI0_A09592g
9804,SOK2,PHM8,YER037W,YALI0_F26785g
9805,SOK2,HIS1,YER055C,YALI0_C05170g
9806,SOK2,SHC1,YER096W,YALI0_F01925g
9807,SOK2,HSP12,YFL014W,YALI0_D20526g
9808,SOK2,MDJ1,YFL016C,YALI0_F12551g
9809,SOK2,STE2,YFL026W,YALI0_F03905g
9810,SOK2,QCR6,YFR033C,YALI0_F24673g
9811,SOK2,OLE1,YGL055W,YALI0_C05951g
9812,SOK2,RCK1,YGL158W,YALI0_E13750g
9813,SOK2,FMP48,YGR052W,YALI0_B04840g
9814,SOK2,ERG25,YGR060W,YALI0_F11297g
9815,SOK2,ART5,YGR068C,YALI0_D12969g
9816,SOK2,TPO2,YGR138C,YALI0_B21142g
9817,SOK2,SCW4,YGR279C,YALI0_D20680g
9818,SOK2,DUR3,YHL016C,YALI0_B04202g
9819,SOK2,GPA1,YHR005C,YALI0_A09592g
9820,SOK2,ERG11,YHR007C,YALI0_B05126g
9821,SOK2,FSH1,YHR049W,YALI0_D16940g
9822,SOK2,PCL5,YHR071W,YALI0_E21087g
9823,SOK2,HXT4,YHR092C,YALI0_F19184g
9824,SOK2,HXT1,YHR094C,YALI0_F19184g
9825,SOK2,HXT5,YHR096C,YALI0_F19184g
9826,SOK2,ENO2,YHR174W,YALI0_F16819g
9827,SOK2,GPP1,YIL053W,YALI0_F25025g
9828,SOK2,SGA1,YIL099W,YALI0_E05203g
9829,SOK2,PRM5,YIL117C,YALI0_F17204g
9830,SOK2,PRY1,YJL079C,YALI0_D06149g
9831,SOK2,URA2,YJL130C,YALI0_E09493g
9832,SOK2,RSF2,YJR127C,YALI0_D18678g
9833,SOK2,PHD1,YKL043W,YALI0_B19602g
9834,SOK2,CWP1,YKL096W,YALI0_E26125g
9835,SOK2,PTR2,YKR093W,YALI0_D19558g
9836,SOK2,ESL2,YKR096W,YALI0_F21362g
9837,SOK2,YEH1,YLL012W,YALI0_E00528g
9838,SOK2,TPO1,YLL028W,YALI0_F07062g
9839,SOK2,FRE6,YLL051C,YALI0_B13046g
9840,SOK2,IZH3,YLR023C,YALI0_B11242g
9841,SOK2,PDC1,YLR044C,YALI0_D10131g
9842,SOK2,ERG3,YLR056W,YALI0_D20878g
9844,SOK2,SAM1,YLR180W,YALI0_B14509g
9845,SOK2,CRR1,YLR213C,YALI0_C09680g
9846,SOK2,TOP3,YLR234W,YALI0_F22495g
9847,SOK2,THI7,YLR237W,YALI0_D19756g
9848,SOK2,EXG1,YLR300W,YALI0_F05390g
9849,SOK2,FKS1,YLR342W,YALI0_E21021g
9850,SOK2,ILV5,YLR355C,YALI0_D03135g
9851,SOK2,ATR1,YML116W,YALI0_F28017g
9852,SOK2,PLB2,YMR006C,YALI0_E16060g
9853,SOK2,HXT2,YMR011W,YALI0_F19184g
9854,SOK2,AAC1,YMR056C,YALI0_D08228g
9855,SOK2,GID8,YMR135C,YALI0_D10791g
9856,SOK2,NDE1,YMR145C,YALI0_F25135g
9857,SOK2,CLN1,YMR199W,YALI0_C13926g
9859,SOK2,PRM15,YMR278W,YALI0_E02244g
9860,SOK2,FKS3,YMR306W,YALI0_E21021g
9861,SOK2,LEU4,YNL104C,YALI0_B07447g
9862,SOK2,DSE4,YNR067C,YALI0_B17996g
9863,SOK2,MAM3,YOL060C,YALI0_E31405g
9864,SOK2,PHM7,YOL084W,YALI0_F10461g
9865,SOK2,HXT11,YOL156W,YALI0_F19184g
9866,SOK2,GLO4,YOR040W,YALI0_D06974g
9868,SOK2,RGS2,YOR107W,YALI0_F29249g
9869,SOK2,PNS1,YOR161C,YALI0_D14498g
9870,SOK2,ENV9,YOR246C,YALI0_E24695g
9871,SOK2,FAA1,YOR317W,YALI0_D17864g
9872,SOK2,FRE3,YOR381W,YALI0_B13134g
9873,SOK2,IRC15,YPL017C,YALI0_D20768g
9874,SOK2,SKS1,YPL026C,YALI0_B08558g
9875,SOK2,ISU1,YPL135W,YALI0_B04928g
9876,SOK2,GIP3,YPL137C,YALI0_A07997g
9877,SOK2,DIP5,YPL265W,YALI0_C00451g
9878,SOK2,ASN1,YPR145W,YALI0_A13387g
9879,SOK2,CTS1,YLR286C,YALI0_D22396g
9880,SOK2,ACO1,YLR304C,YALI0_D09361g
9881,SOK2,PHO84,YML123C,YALI0_A21307g
9882,SOK2,SHR5,YOL110W,YALI0_E02827g
9883,SOK2,PHO11,YAR071W,YALI0_C06930g
9884,SOK2,PHO12,YHR215W,YALI0_C06930g
9885,SOK2,OCH1,YGL038C,YALI0_F07260g
9886,SOK2,NCE103,YNL036W,YALI0_F21406g
9887,SOK2,HXT17,YNR072W,YALI0_F19184g
9888,SOK2,BAP3,YDR046C,YALI0_B16522g
9889,SOK2,HEM12,YDR047W,YALI0_C01716g
9890,SOK2,AHA1,YDR214W,YALI0_B15840g
9891,SOK2,PDR15,YDR406W,YALI0_E14729g
9892,SOK2,STL1,YDR536W,YALI0_C04730g
9894,SOK2,LOT5,YKL183W,YALI0_E19052g
9895,SOK2,SUR7,YML052W,YALI0_F12331g
9896,SOK2,PPN2,YNL217W,YALI0_A00891g
9897,SOK2,PDR16,YNL231C,YALI0_A08448g
9898,SOK2,MOT1,YPL082C,YALI0_F31053g
9899,SOK2,CLN2,YPL256C,YALI0_C13926g
9900,SOK2,GUP2,YPL189W,YALI0_E30283g
9901,SOK2,WTM2,YOR229W,YALI0_C22704g
9902,SOK2,PRY2,YKR013W,YALI0_D06149g
