,gene_a,gene_b,score_a2b,score_b2a
4821,YALI0_E30085g,YALI1_E35478g,1169.0,1169.0
4822,YALI0_E30107g,YALI1_E35503g,1205.0,1205.0
4823,YALI0_E30129g,YALI1_E35520g,1303.0,1303.0
4824,YALI0_E30151g,YALI1_E35546g,422.0,422.0
4825,YALI0_E30173g,YALI1_E35559g,472.0,472.0
4826,YALI0_E30217g,YALI1_E35580g,3195.0,3195.0
4827,YALI0_E30261g,YALI1_E35639g,596.0,596.0
4828,YALI0_E30283g,YALI1_E35652g,1174.0,1174.0
4829,YALI0_E30305g,YALI1_E35677g,464.0,464.0
4830,YALI0_E30327g,YALI1_E35689g,380.0,380.0
4831,YALI0_E30349g,YALI1_E35734g,2650.0,2650.0
4832,YALI0_E30371g,YALI1_E35753g,474.0,474.0
4833,YALI0_E30393g,YALI1_E35759g,1068.0,1068.0
4834,YALI0_E30415g,YALI1_E35780g,363.0,363.0
4835,YALI0_E30481g,YALI1_E35815g,885.0,885.0
4836,YALI0_E30503g,YALI1_E35831g,508.0,508.0
4837,YALI0_E30525g,YALI1_E35843g,986.0,986.0
4838,YALI0_E30547g,YALI1_E35888g,2625.0,2625.0
4839,YALI0_E30569g,YALI1_E35934g,464.0,464.0
4840,YALI0_E30591g,YALI1_E35955g,1266.0,1266.0
4841,YALI0_E30602g,YALI1_E35963g,199.0,199.0
4842,YALI0_E30613g,YALI1_E35982g,387.0,387.0
4843,YALI0_E30635g,YALI1_E35988g,2399.0,2399.0
4844,YALI0_E30657g,YALI1_E36036g,607.0,607.0
4845,YALI0_E30679g,YALI1_E36057g,1056.0,1056.0
4846,YALI0_E30701g,YALI1_E36079g,533.0,533.0
4847,YALI0_E30723g,YALI1_E36098g,1033.0,1033.0
4848,YALI0_E30745g,YALI1_E36103g,312.0,312.0
4849,YALI0_E30767g,YALI1_E36116g,435.0,435.0
4850,YALI0_E30789g,YALI1_E36140g,1944.0,1944.0
4851,YALI0_E30811g,YALI1_E36179g,268.0,268.0
4852,YALI0_E30833g,YALI1_E36206g,879.0,879.0
4853,YALI0_E30855g,YALI1_E36308g,5837.0,5837.0
4854,YALI0_E30877g,YALI1_E36334g,901.0,901.0
4855,YALI0_E30899g,YALI1_E36365g,1074.0,1074.0
4856,YALI0_E30921g,YALI1_E36395g,874.0,874.0
4857,YALI0_E30943g,YALI1_E36404g,385.0,385.0
4858,YALI0_E30965g,YALI1_E36437g,1092.0,1092.0
4859,YALI0_E30987g,YALI1_E36472g,656.0,656.0
4860,YALI0_E31009g,YALI1_E36477g,936.0,936.0
4861,YALI0_E31031g,YALI1_E36494g,746.0,746.0
4862,YALI0_E31064g,YALI1_E36540g,1739.0,1739.0
4863,YALI0_E31086g,YALI1_E36568g,2184.0,2184.0
4864,YALI0_E31108g,YALI1_E36619g,474.0,474.0
4865,YALI0_E31130g,YALI1_E36641g,1712.0,1712.0
4866,YALI0_E31152g,YALI1_E36682g,245.0,245.0
4867,YALI0_E31174g,YALI1_E36692g,504.0,504.0
4868,YALI0_E31196g,YALI1_E36758g,3924.0,3924.0
4869,YALI0_E31218g,YALI1_E36773g,375.0,375.0
4870,YALI0_E31240g,YALI1_E36789g,425.0,425.0
4871,YALI0_E31262g,YALI1_E36805g,884.0,884.0
4872,YALI0_E31273g,YALI1_E36837g,2056.0,2056.0
4873,YALI0_E31288g,YALI1_E36847g,668.0,668.0
4874,YALI0_E31317g,YALI1_E36866g,322.0,322.0
4875,YALI0_E31339g,YALI1_E36887g,1116.0,1116.0
4876,YALI0_E31361g,YALI1_E36900g,764.0,764.0
4877,YALI0_E31383g,YALI1_E36937g,1541.0,1541.0
4878,YALI0_E31405g,YALI1_E36984g,1334.0,1334.0
4879,YALI0_E31427g,YALI1_E37026g,997.0,997.0
4880,YALI0_E31449g,YALI1_E37040g,949.0,949.0
4881,YALI0_E31471g,YALI1_E37063g,259.0,259.0
4882,YALI0_E31493g,YALI1_E37095g,732.0,732.0
4883,YALI0_E31515g,YALI1_E37118g,683.0,683.0
4884,YALI0_E31537g,YALI1_E37157g,205.0,205.0
4885,YALI0_E31551g,YALI1_E37198g,1530.0,1530.0
4886,YALI0_E31559g,YALI1_E37234g,650.0,650.0
4887,YALI0_E31581g,YALI1_E37264g,1329.0,1329.0
4888,YALI0_E31603g,YALI1_E37325g,918.0,918.0
4889,YALI0_E31625g,YALI1_E37387g,2388.0,2388.0
4890,YALI0_E31647g,YALI1_E37392g,667.0,667.0
4891,YALI0_E31669g,YALI1_E37419g,942.0,942.0
4892,YALI0_E31691g,YALI1_E37455g,558.0,558.0
4893,YALI0_E31713g,YALI1_E37484g,968.0,968.0
4894,YALI0_E31757g,YALI1_E37574g,428.0,428.0
4895,YALI0_E31766g,YALI1_E37603g,197.0,197.0
4896,YALI0_E31779g,YALI1_E37724g,1441.0,1441.0
4897,YALI0_E31793g,YALI1_E37749g,812.0,812.0
4898,YALI0_E31797g,YALI1_E37764g,957.0,957.0
4899,YALI0_E31823g,YALI1_E37792g,709.0,709.0
4900,YALI0_E31845g,YALI1_E37812g,804.0,804.0
4901,YALI0_E31867g,YALI1_E37830g,921.0,921.0
4902,YALI0_E31889g,YALI1_E37863g,1191.0,1191.0
4903,YALI0_E31911g,YALI1_E37886g,445.0,445.0
4904,YALI0_E31933g,YALI1_E37895g,404.0,404.0
4905,YALI0_E31955g,YALI1_E37930g,216.0,216.0
4906,YALI0_E31999g,YALI1_E37950g,213.0,213.0
4907,YALI0_E32035g,YALI1_E37982g,1167.0,1167.0
4908,YALI0_E32043g,YALI1_E38020g,1597.0,1597.0
4909,YALI0_E32065g,YALI1_E38034g,450.0,450.0
4910,YALI0_E32087g,YALI1_E38050g,535.0,535.0
4911,YALI0_E32109g,YALI1_E38056g,2245.0,2245.0
4912,YALI0_E32131g,YALI1_E38107g,1167.0,1167.0
4913,YALI0_E32153g,YALI1_E38113g,729.0,729.0
4914,YALI0_E32164g,YALI1_E38131g,186.0,186.0
4915,YALI0_E32175g,YALI1_E38136g,317.0,317.0
4916,YALI0_E32197g,YALI1_E38164g,413.0,413.0
4917,YALI0_E32208g,YALI1_E38178g,235.0,235.0
4918,YALI0_E32219g,YALI1_E38193g,592.0,592.0
4919,YALI0_E32241g,YALI1_E38208g,907.0,907.0
4920,YALI0_E32263g,YALI1_E38218g,349.0,349.0
4921,YALI0_E32285g,YALI1_E38239g,957.0,957.0
4922,YALI0_E32307g,YALI1_E38243g,1026.0,1026.0
4923,YALI0_E32329g,YALI1_E38266g,1020.0,1020.0
4924,YALI0_E32351g,YALI1_E38308g,656.0,656.0
4925,YALI0_E32373g,YALI1_E38329g,469.0,469.0
4926,YALI0_E32395g,YALI1_E38349g,969.0,969.0
4927,YALI0_E32417g,YALI1_E38389g,1441.0,1441.0
4928,YALI0_E32439g,YALI1_E38443g,953.0,953.0
4929,YALI0_E32461g,YALI1_E38479g,1700.0,1700.0
4930,YALI0_E32483g,YALI1_E38491g,900.0,900.0
4931,YALI0_E32494g,YALI1_E38512g,196.0,196.0
4932,YALI0_E32505g,YALI1_E38526g,551.0,551.0
4933,YALI0_E32527g,YALI1_E38561g,1108.0,1108.0
4934,YALI0_E32542g,YALI1_E38593g,793.0,793.0
4935,YALI0_E32571g,YALI1_E38608g,926.0,926.0
4936,YALI0_E32593g,YALI1_E38640g,1128.0,1128.0
4937,YALI0_E32615g,YALI1_E38656g,783.0,783.0
4938,YALI0_E32637g,YALI1_E38677g,418.0,418.0
4939,YALI0_E32659g,YALI1_E38692g,563.0,563.0
4940,YALI0_E32681g,YALI1_E38701g,293.0,293.0
4941,YALI0_E32703g,YALI1_E38706g,857.0,857.0
4942,YALI0_E32725g,YALI1_E38744g,1382.0,1382.0
4943,YALI0_E32736g,YALI1_E38749g,347.0,347.0
4944,YALI0_E32747g,YALI1_E38766g,243.0,243.0
4945,YALI0_E32769g,YALI1_E38810g,1063.0,1063.0
4946,YALI0_E32791g,YALI1_E38859g,1936.0,1936.0
4947,YALI0_E32813g,YALI1_E38896g,1374.0,1374.0
4948,YALI0_E32835g,YALI1_E38912g,1420.0,1420.0
4949,YALI0_E32857g,YALI1_E39057g,8224.0,8224.0
4950,YALI0_E32879g,YALI1_E39083g,1399.0,1399.0
4951,YALI0_E32901g,YALI1_E39128g,1080.0,1080.0
4952,YALI0_E32967g,YALI1_E39171g,578.0,578.0
4953,YALI0_E32989g,YALI1_E39193g,647.0,647.0
4954,YALI0_E33011g,YALI1_E39210g,493.0,493.0
4955,YALI0_E33033g,YALI1_E39221g,639.0,639.0
4956,YALI0_E33055g,YALI1_E39228g,565.0,565.0
4957,YALI0_E33077g,YALI1_E39243g,372.0,372.0
4958,YALI0_E33099g,YALI1_E39248g,1588.0,1588.0
4959,YALI0_E33121g,YALI1_E39284g,615.0,615.0
4960,YALI0_E33143g,YALI1_E39295g,611.0,611.0
4961,YALI0_E33165g,YALI1_E39306g,761.0,761.0
4962,YALI0_E33187g,YALI1_E39333g,1040.0,1040.0
4963,YALI0_E33209g,YALI1_E39335g,2059.0,2059.0
4964,YALI0_E33231g,YALI1_E39378g,850.0,850.0
4965,YALI0_E33253g,YALI1_E39385g,431.0,431.0
4966,YALI0_E33275g,YALI1_E39395g,401.0,401.0
4967,YALI0_E33297g,YALI1_E39414g,744.0,744.0
4968,YALI0_E33319g,YALI1_E39433g,1061.0,1061.0
4969,YALI0_E33341g,YALI1_E39439g,749.0,749.0
4970,YALI0_E33363g,YALI1_E39466g,806.0,806.0
4971,YALI0_E33377g,YALI1_E39500t,2886.0,2886.0
4972,YALI0_E33385g,YALI1_E39553g,644.0,644.0
4973,YALI0_E33407g,YALI1_E39570g,839.0,839.0
4974,YALI0_E33429g,YALI1_E39579g,1357.0,1357.0
4975,YALI0_E33451g,YALI1_E39618g,1123.0,1123.0
4976,YALI0_E33473g,YALI1_E39656g,1954.0,1954.0
4977,YALI0_E33495g,YALI1_E39676g,681.0,681.0
4978,YALI0_E33517g,YALI1_E39693g,2095.0,2095.0
4979,YALI0_E33539g,YALI1_E39796g,844.0,844.0
4980,YALI0_E33561g,YALI1_E39820g,283.0,283.0
4981,YALI0_E33583g,YALI1_E39848g,1546.0,1546.0
4982,YALI0_E33605g,YALI1_E39862g,361.0,361.0
4983,YALI0_E33627g,YALI1_E39886g,1452.0,1452.0
4984,YALI0_E33649g,YALI1_E39924g,927.0,927.0
4985,YALI0_E33671g,YALI1_E39934g,1030.0,1030.0
4986,YALI0_E33693g,YALI1_E39955g,239.0,239.0
4987,YALI0_E33715g,YALI1_E39983g,1601.0,1601.0
4988,YALI0_E33759g,YALI1_E40032g,2244.0,2244.0
4989,YALI0_E33774g,YALI1_E40076g,2736.0,2736.0
4990,YALI0_E33803g,YALI1_E40089g,572.0,572.0
4991,YALI0_E33825g,YALI1_E40097g,2981.0,2981.0
4992,YALI0_E33847g,YALI1_E40144g,739.0,739.0
4993,YALI0_E33869g,YALI1_E40161g,392.0,392.0
4994,YALI0_E33913g,YALI1_E40251g,1187.0,1187.0
4995,YALI0_E33935g,YALI1_E40282g,1076.0,1076.0
4996,YALI0_E33957g,YALI1_E40305g,454.0,454.0
4997,YALI0_E33979g,YALI1_E40324g,580.0,580.0
4998,YALI0_E34001g,YALI1_E40327g,1807.0,1807.0
4999,YALI0_E34037g,YALI1_E40361g,259.0,259.0
5000,YALI0_E34045g,YALI1_E40394g,634.0,634.0
5001,YALI0_E34067g,YALI1_E40422g,1036.0,1036.0
5002,YALI0_E34089g,YALI1_E40442g,796.0,796.0
5003,YALI0_E34111g,YALI1_E40467g,305.0,305.0
5004,YALI0_E34133g,YALI1_E40471g,947.0,947.0
5005,YALI0_E34155g,YALI1_E40502g,1390.0,1390.0
5006,YALI0_E34170g,YALI1_E40540g,853.0,853.0
5007,YALI0_E34199g,YALI1_E40571g,1159.0,1159.0
5008,YALI0_E34221g,YALI1_E40603g,613.0,613.0
5009,YALI0_E34243g,YALI1_E40640g,598.0,598.0
5010,YALI0_E34265g,YALI1_E40671g,1120.0,1120.0
5011,YALI0_E34287g,YALI1_E40691g,377.0,377.0
5012,YALI0_E34309g,YALI1_E40718g,1220.0,1220.0
5013,YALI0_E34331g,YALI1_E40744g,1224.0,1224.0
5014,YALI0_E34353g,YALI1_E40754g,1061.0,1061.0
5015,YALI0_E34375g,YALI1_E40782g,773.0,773.0
5016,YALI0_E34397g,YALI1_E40785g,993.0,993.0
5017,YALI0_E34419g,YALI1_E40811g,714.0,714.0
5018,YALI0_E34441g,YALI1_E40818g,328.0,328.0
5019,YALI0_E34463g,YALI1_E40864g,2556.0,2556.0
5020,YALI0_E34485g,YALI1_E40915g,1375.0,1375.0
5021,YALI0_E34507g,YALI1_E40970g,860.0,860.0
5022,YALI0_E34529g,YALI1_E40995g,835.0,835.0
5023,YALI0_E34540g,YALI1_E41014g,256.0,256.0
5024,YALI0_E34551g,YALI1_E41057g,2785.0,2785.0
5025,YALI0_E34573g,YALI1_E41061g,181.0,181.0
5026,YALI0_E34650g,YALI1_E41110g,1116.0,1116.0
5027,YALI0_E34672g,YALI1_E41148g,652.0,652.0
5028,YALI0_E34687g,YALI1_E41185g,626.0,626.0
5029,YALI0_E34727g,YALI1_E41206g,1876.0,1876.0
5030,YALI0_E34749g,YALI1_E41251g,1112.0,1112.0
5031,YALI0_E34771g,YALI1_E41276g,1124.0,1124.0
5032,YALI0_E34793g,YALI1_E41315g,1343.0,1343.0
5033,YALI0_E34815g,YALI1_E41325g,2100.0,2100.0
5034,YALI0_E34826g,YALI1_E41367g,169.0,169.0
5035,YALI0_E34837g,YALI1_E41393g,616.0,616.0
5036,YALI0_E34852g,YALI1_E41399g,410.0,410.0
5037,YALI0_E34881g,YALI1_E41421g,875.0,875.0
5038,YALI0_E34903g,YALI1_E41436g,960.0,960.0
5039,YALI0_E34925g,YALI1_E41514g,855.0,855.0
5040,YALI0_E34947g,YALI1_E41569g,707.0,707.0
5041,YALI0_E35024g,YALI1_E41610g,248.0,248.0
5042,YALI0_E35046g,YALI1_E00115g,1301.0,1301.0
5043,YALI0_E35112g,YALI1_E41699g,1458.0,1458.0
5044,YALI0_E35156g,YALI1_E41754g,3754.0,3754.0
5045,YALI0_E35200g,YALI1_E41850g,1139.0,1139.0
5046,YALI0_E35222g,YALI1_E41893g,923.0,923.0
5047,YALI0_F00110g,YALI1_F00140g,430.0,430.0
5048,YALI0_F00132g,YALI1_F00155g,872.0,872.0
5049,YALI0_F00154g,YALI1_F00184g,1835.0,1835.0
5050,YALI0_F00176g,YALI1_F00207g,801.0,801.0
5051,YALI0_F00198g,YALI1_F00229g,1689.0,1689.0
5052,YALI0_F00220g,YALI1_F00261g,1147.0,1147.0
5053,YALI0_F00242g,YALI1_F00286g,435.0,435.0
5054,YALI0_F00264g,YALI1_F00288g,261.0,261.0
5055,YALI0_F00286g,YALI1_F00307g,2963.0,2963.0
5056,YALI0_F00308g,YALI1_F00366g,904.0,904.0
5057,YALI0_F00330g,YALI1_F00399g,1184.0,1184.0
5058,YALI0_F00352g,YALI1_F00430g,1273.0,1273.0
5059,YALI0_F00374g,YALI1_F00436g,167.0,167.0
5060,YALI0_F00396g,YALI1_F00472g,1347.0,1347.0
5061,YALI0_F00418g,YALI1_F00504g,606.0,606.0
5062,YALI0_F00440g,YALI1_F00534g,325.0,325.0
5063,YALI0_F00462g,YALI1_F00616g,658.0,658.0
5064,YALI0_F00484g,YALI1_F00654g,1040.0,1040.0
5065,YALI0_F00506g,YALI1_F00821g,760.0,760.0
5066,YALI0_F00528g,YALI1_F00866g,345.0,345.0
5067,YALI0_F00572g,YALI1_F00894g,2214.0,2214.0
5068,YALI0_F00594g,YALI1_F00976g,865.0,865.0
5069,YALI0_F00616g,YALI1_F00996g,749.0,749.0
5070,YALI0_F00638g,YALI1_F01020g,847.0,847.0
5071,YALI0_F00660g,YALI1_F01034g,735.0,735.0
5072,YALI0_F00682g,YALI1_F01078g,502.0,502.0
5073,YALI0_F00704g,YALI1_F01132g,909.0,909.0
5074,YALI0_F00726g,YALI1_F01157g,249.0,249.0
5075,YALI0_F00770g,YALI1_F01234g,2301.0,2301.0
5076,YALI0_F00792g,YALI1_F01248g,845.0,845.0
5077,YALI0_F00814g,YALI1_F01275g,260.0,260.0
5078,YALI0_F00836g,YALI1_F01291g,1263.0,1263.0
5079,YALI0_F00858g,YALI1_F01346g,887.0,887.0
5080,YALI0_F00880g,YALI1_F01405g,835.0,835.0
5081,YALI0_F00902g,YALI1_F01430g,353.0,353.0
5082,YALI0_F00924g,YALI1_F01456g,469.0,469.0
5083,YALI0_F00946g,YALI1_F01486g,640.0,640.0
5084,YALI0_F00968g,YALI1_F01532g,2437.0,2437.0
5085,YALI0_F00990g,YALI1_F01614g,2647.0,2647.0
5086,YALI0_F01012g,YALI1_F01659g,790.0,790.0
5087,YALI0_F01034g,YALI1_F01696g,1526.0,1526.0
5088,YALI0_F01056g,YALI1_F01742g,2412.0,2412.0
5089,YALI0_F01078g,YALI1_F01755g,978.0,978.0
5090,YALI0_F01100g,YALI1_F01796g,464.0,464.0
5091,YALI0_F01122g,YALI1_F01838g,2115.0,2115.0
5092,YALI0_F01144g,YALI1_F01849g,691.0,691.0
5093,YALI0_F01166g,YALI1_F01897g,1928.0,1928.0
5094,YALI0_F01188g,YALI1_F01929g,1313.0,1313.0
5095,YALI0_F01210g,YALI1_F01981g,579.0,579.0
5096,YALI0_F01232g,YALI1_F02047g,1767.0,1767.0
5097,YALI0_F01254g,YALI1_F02074g,1129.0,1129.0
5098,YALI0_F01320g,YALI1_F02132g,1092.0,1092.0
5099,YALI0_F01386g,YALI1_F02187g,1876.0,1876.0
5100,YALI0_F01408g,YALI1_F02199g,639.0,639.0
5101,YALI0_F01430g,YALI1_F02238g,692.0,692.0
5102,YALI0_F01452g,YALI1_F02265g,874.0,874.0
5103,YALI0_F01474g,YALI1_F02299g,399.0,399.0
5104,YALI0_F01496g,YALI1_F02309g,217.0,217.0
5105,YALI0_F01518g,YALI1_F02378g,3142.0,3142.0
5106,YALI0_F01540g,YALI1_F02403g,801.0,801.0
5107,YALI0_F01562g,YALI1_F02434g,2028.0,2028.0
5108,YALI0_F01584g,YALI1_F02481g,575.0,575.0
5109,YALI0_F01606g,YALI1_F02508g,1203.0,1203.0
5110,YALI0_F01650g,YALI1_F02545g,649.0,649.0
5111,YALI0_F01672g,YALI1_F02592g,1783.0,1783.0
5112,YALI0_F01694g,YALI1_F02655g,2041.0,2041.0
5113,YALI0_F01716g,YALI1_F02697g,1729.0,1729.0
5114,YALI0_F01738g,YALI1_F02726g,1752.0,1752.0
5115,YALI0_F01771g,YALI1_F02758g,194.0,194.0
5116,YALI0_F01793g,YALI1_F02794g,1870.0,1870.0
5117,YALI0_F01815g,YALI1_F02855g,2585.0,2585.0
5118,YALI0_F01837g,YALI1_F02903g,2001.0,2001.0
5119,YALI0_F01859g,YALI1_F02939g,1598.0,1598.0
5120,YALI0_F01881g,YALI1_F02942g,850.0,850.0
5121,YALI0_F01903g,YALI1_F02983g,1696.0,1696.0
5122,YALI0_F01925g,YALI1_F03028g,1800.0,1800.0
5123,YALI0_F01947g,YALI1_F03075g,919.0,919.0
5124,YALI0_F01969g,YALI1_F03118g,1674.0,1674.0
5125,YALI0_F01991g,YALI1_F03120g,448.0,448.0
5126,YALI0_F02013g,YALI1_F03136g,675.0,675.0
5127,YALI0_F02035g,YALI1_F03153g,2812.0,2812.0
5128,YALI0_F02046g,YALI1_F03215g,181.0,181.0
5129,YALI0_F02057g,YALI1_F03269g,1627.0,1627.0
5130,YALI0_F02079g,YALI1_F03337g,1424.0,1424.0
5131,YALI0_F02101g,YALI1_F03356g,1038.0,1038.0
5132,YALI0_F02145g,YALI1_F03389g,824.0,824.0
5133,YALI0_F02167g,YALI1_F03407g,369.0,369.0
5134,YALI0_F02189g,YALI1_F03428g,653.0,653.0
5135,YALI0_F02211g,YALI1_F03452g,713.0,713.0
5136,YALI0_F02233g,YALI1_F03461g,420.0,420.0
5137,YALI0_F02255g,YALI1_F03481g,634.0,634.0
5138,YALI0_F02277g,YALI1_F03494g,265.0,265.0
5139,YALI0_F02299g,YALI1_F03527g,1708.0,1708.0
5140,YALI0_F02321g,YALI1_F03529g,1231.0,1231.0
5141,YALI0_F02343g,YALI1_F03573g,541.0,541.0
5142,YALI0_F02365g,YALI1_F03604g,2264.0,2264.0
5143,YALI0_F02387g,YALI1_F03693g,3776.0,3776.0
5144,YALI0_F02409g,YALI1_F03722g,1257.0,1257.0
5145,YALI0_F02431g,YALI1_F03735g,842.0,842.0
5146,YALI0_F02453g,YALI1_F03765g,890.0,890.0
5147,YALI0_F02475g,YALI1_F03778g,815.0,815.0
5148,YALI0_F02497g,YALI1_F03803g,1083.0,1083.0
5149,YALI0_F02563g,YALI1_F03842g,434.0,434.0
5150,YALI0_F02585g,YALI1_F03855g,887.0,887.0
5151,YALI0_F02607g,YALI1_F03883g,681.0,681.0
5152,YALI0_F02629g,YALI1_F03908g,946.0,946.0
5153,YALI0_F02651g,YALI1_F03909g,397.0,397.0
5154,YALI0_F02673g,YALI1_F03948g,2057.0,2057.0
5155,YALI0_F02695g,YALI1_F03973g,826.0,826.0
5156,YALI0_F02717g,YALI1_F03974g,486.0,486.0
5157,YALI0_F02739g,YALI1_F03992g,464.0,464.0
5158,YALI0_F02761g,YALI1_F04001g,568.0,568.0
5159,YALI0_F02783g,YALI1_F04027g,1052.0,1052.0
5160,YALI0_F02805g,YALI1_F04045g,1148.0,1148.0
5161,YALI0_F02827g,YALI1_F04070g,277.0,277.0
5162,YALI0_F02849g,YALI1_F04082g,836.0,836.0
5163,YALI0_F02871g,YALI1_F04106g,454.0,454.0
5164,YALI0_F02893g,YALI1_F04110g,598.0,598.0
5165,YALI0_F02915g,YALI1_F04130g,811.0,811.0
5166,YALI0_F02937g,YALI1_F04157g,853.0,853.0
5167,YALI0_F02959g,YALI1_F04185g,1390.0,1390.0
5168,YALI0_F02981g,YALI1_F04211g,947.0,947.0
5169,YALI0_F03003g,YALI1_F04236g,681.0,681.0
5170,YALI0_F03025g,YALI1_F04238g,524.0,524.0
5171,YALI0_F03047g,YALI1_F04259g,298.0,298.0
5172,YALI0_F03069g,YALI1_F04264g,1326.0,1326.0
5173,YALI0_F03113g,YALI1_F04314g,1658.0,1658.0
5174,YALI0_F03135g,YALI1_F04345g,1194.0,1194.0
5175,YALI0_F03157g,YALI1_F04379g,768.0,768.0
5176,YALI0_F03179g,YALI1_F04433g,1083.0,1083.0
5177,YALI0_F03201g,YALI1_F04455g,302.0,302.0
5178,YALI0_F03245g,YALI1_F28739t,2726.0,2726.0
5179,YALI0_F03256g,YALI1_F04580t,1481.0,1481.0
5180,YALI0_F03300g,YALI1_F04594g,919.0,919.0
5181,YALI0_F03322g,YALI1_F04626g,990.0,990.0
5182,YALI0_F03344g,YALI1_F04643g,569.0,569.0
5183,YALI0_F03366g,YALI1_F04690g,1820.0,1820.0
5184,YALI0_F03388g,YALI1_F04763g,1093.0,1093.0
5185,YALI0_F03410g,YALI1_F04818g,2298.0,2298.0
5186,YALI0_F03432g,YALI1_F04848g,1453.0,1453.0
5187,YALI0_F03454g,YALI1_F04895g,1813.0,1813.0
5188,YALI0_F03476g,YALI1_F04920g,414.0,414.0
5189,YALI0_F03498g,YALI1_F04938g,1066.0,1066.0
5190,YALI0_F03520g,YALI1_F04980g,772.0,772.0
5191,YALI0_F03542g,YALI1_F05039g,2266.0,2266.0
5192,YALI0_F03567g,YALI1_F05089g,351.0,351.0
5193,YALI0_F03575g,YALI1_F05137g,2831.0,2831.0
5194,YALI0_F03597g,YALI1_F05220g,696.0,696.0
5195,YALI0_F03619g,YALI1_F05253g,1015.0,1015.0
5196,YALI0_F03630g,YALI1_F05312g,1332.0,1332.0
5197,YALI0_F03641g,YALI1_F05386g,1007.0,1007.0
5198,YALI0_F03663g,YALI1_F05415g,1103.0,1103.0
5199,YALI0_F03685g,YALI1_F05448g,972.0,972.0
5200,YALI0_F03707g,YALI1_F05459g,655.0,655.0
5201,YALI0_F03751g,YALI1_F05509g,1189.0,1189.0
5202,YALI0_F03795g,YALI1_F05574g,1546.0,1546.0
5203,YALI0_F03817g,YALI1_F05624g,1716.0,1716.0
5204,YALI0_F03839g,YALI1_F05661g,1082.0,1082.0
5205,YALI0_F03861g,YALI1_F05695g,1417.0,1417.0
5206,YALI0_F03883g,YALI1_F05781g,1543.0,1543.0
5207,YALI0_F03905g,YALI1_F05814g,746.0,746.0
5208,YALI0_F03927g,YALI1_F05871g,2216.0,2216.0
5209,YALI0_F03949g,YALI1_F05936g,375.0,375.0
5210,YALI0_F03971g,YALI1_F05958g,599.0,599.0
5211,YALI0_F03993g,YALI1_F05979g,491.0,491.0
5212,YALI0_F04015g,YALI1_F06018g,560.0,560.0
5213,YALI0_F04037g,YALI1_F06035g,830.0,830.0
5214,YALI0_F04059g,YALI1_F06076g,911.0,911.0
5215,YALI0_F04081g,YALI1_F06109g,894.0,894.0
5216,YALI0_F04095g,YALI1_F06197g,855.0,855.0
5217,YALI0_F04103g,YALI1_F06236g,150.0,150.0
5218,YALI0_F04125g,YALI1_F06262g,1314.0,1314.0
5219,YALI0_F04147g,YALI1_F06312g,899.0,899.0
5220,YALI0_F04169g,YALI1_F06351g,1842.0,1842.0
5221,YALI0_F04191g,YALI1_F06393g,968.0,968.0
5222,YALI0_F04213g,YALI1_F06466g,907.0,907.0
5223,YALI0_F04268g,YALI1_F06544g,1176.0,1176.0
5224,YALI0_F04290g,YALI1_F06578g,763.0,763.0
5225,YALI0_F04312g,YALI1_F06628g,913.0,913.0
5226,YALI0_F04334g,YALI1_F06670g,1177.0,1177.0
5227,YALI0_F04356g,YALI1_F06708g,2552.0,2552.0
5228,YALI0_F04378g,YALI1_F06787g,1561.0,1561.0
5229,YALI0_F04400g,YALI1_F06797g,271.0,271.0
5230,YALI0_F04422g,YALI1_F06830g,761.0,761.0
5231,YALI0_F04444g,YALI1_F06858g,1068.0,1068.0
5232,YALI0_F04466g,YALI1_F06896g,475.0,475.0
5233,YALI0_F04532g,YALI1_F06904g,801.0,801.0
5234,YALI0_F04543g,YALI1_F06941g,676.0,676.0
5235,YALI0_F04554g,YALI1_F06956g,812.0,812.0
5236,YALI0_F04576g,YALI1_F06991g,976.0,976.0
5237,YALI0_F04598g,YALI1_F07042g,439.0,439.0
5238,YALI0_F04620g,YALI1_F07093g,454.0,454.0
5239,YALI0_F04642g,YALI1_F07135g,700.0,700.0
5240,YALI0_F04664g,YALI1_F07181g,1647.0,1647.0
5241,YALI0_F04686g,YALI1_F07246g,2304.0,2304.0
5242,YALI0_F04708g,YALI1_F07318g,900.0,900.0
5243,YALI0_F04730g,YALI1_F07344g,449.0,449.0
5244,YALI0_F04752g,YALI1_F07376g,197.0,197.0
5245,YALI0_F04774g,YALI1_F07384g,214.0,214.0
5246,YALI0_F04796g,YALI1_F07401g,626.0,626.0
5247,YALI0_F04818g,YALI1_F07429g,1897.0,1897.0
5248,YALI0_F04884g,YALI1_F07504g,2412.0,2412.0
5249,YALI0_F04906g,YALI1_F07510g,2215.0,2215.0
5250,YALI0_F04972g,YALI1_F07573g,465.0,465.0
5251,YALI0_F05016g,YALI1_F07604g,613.0,613.0
5252,YALI0_F05038g,YALI1_F07630g,823.0,823.0
5253,YALI0_F05060g,YALI1_F07655g,572.0,572.0
5254,YALI0_F05082g,YALI1_F07675g,311.0,311.0
5255,YALI0_F05104g,YALI1_F07699g,1371.0,1371.0
5256,YALI0_F05126g,YALI1_F07747g,1453.0,1453.0
5257,YALI0_F05148g,YALI1_F07793g,716.0,716.0
5258,YALI0_F05170g,YALI1_F07819g,775.0,775.0
5259,YALI0_F05192g,YALI1_F07827g,543.0,543.0
